Feature,SHAP_Importance
100d峰度,0.0031786636
350d偏度,0.0018165351
400d峰度,0.0017799659
100d夏普比率,0.0015880148
150d峰度,0.0015411824
250d收益率,0.0014906263
50d峰度,0.0014300946
150d偏度,0.0012984894
50d波动率,0.0012310427
100d波动率,0.0012153757
30d平均收益,0.0012085666
500d偏度,0.0011796817
250d夏普比率,0.0011598218
250d平均收益,0.0010909936
300d波动率,0.0010831278
30d波动率,0.0010829282
30d峰度,0.0010045164
450d峰度,0.0010031034
50d收益率,0.00090828945
200d峰度,0.0008946133
75d波动率,0.0008361791
14d收益率,0.0008192336
20d收益率,0.0008146053
100d平均收益,0.00078885246
350d波动率,0.0007376836
20d峰度,0.00069937605
450d偏度,0.00067092426
300d峰度,0.00066304044
200d波动率,0.0006433969
500d收益率,0.0006313785
200d平均收益,0.00063037063
30d收益率,0.0006254625
3d收益率,0.00061346695
14d平均收益,0.0006023555
350d平均收益,0.0005953646
200d偏度,0.0005883946
75d偏度,0.0005739586
7d收益率,0.00055653986
300d平均收益,0.00050048577
20d平均收益,0.0004930375
30d夏普比率,0.00049023697
300d收益率,0.00047683105
50d偏度,0.0004677487
100d偏度,0.0004589189
10d夏普比率,0.00044791622
30d偏度,0.0004370415
14d峰度,0.00043036122
7d波动率,0.00042852605
10d峰度,0.00042412494
350d夏普比率,0.00040870972
400d偏度,0.00040851394
50d平均收益,0.00040061062
2d夏普比率,0.00037788556
50d夏普比率,0.00035148658
100d收益率,0.0003502544
150d波动率,0.0003363103
75d峰度,0.0003278862
450d平均收益,0.00032660947
75d收益率,0.00031985095
20d偏度,0.0003151936
350d收益率,0.00030760592
7d夏普比率,0.00030498859
500d波动率,0.00030385918
5d波动率,0.00030130945
200d夏普比率,0.00029404467
300d偏度,0.00029387654
10d收益率,0.00028757207
14d偏度,0.00028739023
500d峰度,0.0002858745
350d峰度,0.00028419192
450d波动率,0.00028266094
450d收益率,0.00028100194
20d波动率,0.00027206566
500d平均收益,0.00026365372
500d夏普比率,0.0002558311
7d平均收益,0.00024121664
14d夏普比率,0.000239773
10d波动率,0.00023248554
400d波动率,0.0002310287
250d波动率,0.0002204104
250d偏度,0.00021852006
20d夏普比率,0.00021175524
7d峰度,0.00020393102
10d偏度,0.00020108448
14d波动率,0.00020099862
5d夏普比率,0.0002008952
450d夏普比率,0.00020044045
7d偏度,0.00018741134
2d波动率,0.00018382238
250d峰度,0.00017886309
3d波动率,0.00017409908
5d偏度,0.00017336357
2d收益率,0.000173223
75d平均收益,0.00017176449
5d收益率,0.00016983101
200d收益率,0.0001551961
400d收益率,0.00012926859
400d夏普比率,0.00012874583
150d夏普比率,0.00012288855
3d平均收益,0.00012098309
300d夏普比率,0.00012060119
400d平均收益,0.00011227423
75d夏普比率,0.000110992594
10d平均收益,0.00010408491
5d平均收益,8.804163e-05
3d夏普比率,8.5970765e-05
150d平均收益,8.2864164e-05
5d峰度,7.619926e-05
2d平均收益,7.5373806e-05
150d收益率,5.8865746e-05
3d偏度,5.5193927e-05
