Feature,SHAP_Importance
100d峰度,0.0045851455
250d夏普比率,0.0029048955
500d偏度,0.0020791304
350d偏度,0.0018935496
50d峰度,0.0018070926
100d波动率,0.001769718
450d偏度,0.0016543877
30d平均收益,0.001549266
50d波动率,0.0013903353
75d波动率,0.0013123609
150d峰度,0.001288691
400d峰度,0.0011801753
350d平均收益,0.0010858852
50d收益率,0.0010128354
150d偏度,0.0009890588
30d收益率,0.0009625213
20d收益率,0.00091238105
200d偏度,0.00090444717
450d峰度,0.00089013466
30d偏度,0.0008244343
30d夏普比率,0.0007935486
75d峰度,0.0007873213
250d收益率,0.00076103746
14d收益率,0.0007415933
300d波动率,0.0007399622
100d夏普比率,0.00073513185
20d峰度,0.0007236582
50d平均收益,0.000715155
300d收益率,0.0006694696
100d平均收益,0.0006666113
100d收益率,0.00065550336
100d偏度,0.0006383089
7d收益率,0.00063251215
30d峰度,0.0006045456
400d平均收益,0.00058581185
200d峰度,0.0005677136
350d收益率,0.00055123545
75d平均收益,0.00053935574
3d收益率,0.00053327344
300d平均收益,0.0005306176
50d夏普比率,0.00047058184
30d波动率,0.00046422053
75d偏度,0.0004623635
14d平均收益,0.0004604581
10d夏普比率,0.00045346955
14d峰度,0.00045275153
7d夏普比率,0.00044265756
10d峰度,0.00044178093
300d峰度,0.0004245954
150d波动率,0.0004033556
3d平均收益,0.0003976799
200d波动率,0.00039058097
500d峰度,0.00038777935
50d偏度,0.00037424665
250d波动率,0.00037215193
300d夏普比率,0.00037046187
200d收益率,0.0003587346
7d峰度,0.00034534538
350d峰度,0.00034351653
500d收益率,0.00034110495
450d波动率,0.0003374018
500d波动率,0.0003280716
20d平均收益,0.00031755838
14d夏普比率,0.00031453033
500d平均收益,0.00031221824
5d波动率,0.00031162752
5d夏普比率,0.0003089723
20d波动率,0.00030896618
350d波动率,0.00029793088
400d偏度,0.0002875579
2d夏普比率,0.0002863462
450d夏普比率,0.0002756729
300d偏度,0.0002727631
20d夏普比率,0.0002721796
14d偏度,0.0002685329
7d波动率,0.0002657885
350d夏普比率,0.0002515761
250d平均收益,0.0002478822
2d波动率,0.00023824567
7d平均收益,0.00023785206
10d收益率,0.00023603931
400d波动率,0.00023141036
200d平均收益,0.00022424074
2d收益率,0.0002226369
5d收益率,0.00022170781
75d夏普比率,0.00021541429
250d峰度,0.00020268043
450d平均收益,0.00020012443
75d收益率,0.00019747575
250d偏度,0.00019210442
450d收益率,0.00018451214
150d夏普比率,0.00018424216
10d波动率,0.00016542294
3d波动率,0.00015836973
500d夏普比率,0.000154287
7d偏度,0.00014354187
3d夏普比率,0.00014176284
200d夏普比率,0.00013878831
5d偏度,0.00013873752
14d波动率,0.00013734927
20d偏度,0.00013409996
150d收益率,0.00013210125
2d平均收益,0.00012261426
10d偏度,0.00012159011
10d平均收益,0.0001135701
400d收益率,0.00011257056
5d峰度,0.000110157394
3d偏度,8.275027e-05
400d夏普比率,7.988579e-05
5d平均收益,6.2214596e-05
150d平均收益,4.9781127e-05
