Feature,SHAP_Importance
350d峰度,0.0032052312
30d波动率,0.0027596457
150d波动率,0.0025908211
300d峰度,0.002111239
350d波动率,0.0020468296
50d收益率,0.0019499066
100d峰度,0.0019185175
300d波动率,0.0018223634
14d波动率,0.0017269521
500d波动率,0.0016879983
300d收益率,0.0016230636
200d峰度,0.0015990731
30d平均收益,0.0015497705
100d夏普比率,0.0014594861
30d夏普比率,0.00132971
450d峰度,0.0012257415
150d峰度,0.0011651249
300d偏度,0.001147101
500d偏度,0.0011256492
100d波动率,0.0011132987
30d偏度,0.0011049694
250d峰度,0.0010583354
50d偏度,0.0010473874
450d波动率,0.0010435019
300d夏普比率,0.0010342826
20d波动率,0.00101212
75d夏普比率,0.0009868908
400d偏度,0.0009807723
350d偏度,0.0009766293
5d波动率,0.0009579786
300d平均收益,0.0009405812
50d夏普比率,0.000878937
14d峰度,0.00084453006
200d平均收益,0.0008288079
75d波动率,0.000810146
50d峰度,0.0008043497
150d偏度,0.0008024502
250d波动率,0.00077871484
3d平均收益,0.0007668509
10d偏度,0.0007351872
350d收益率,0.0007308333
200d偏度,0.00071690575
50d波动率,0.0007067171
75d峰度,0.0007060979
30d收益率,0.0006938061
450d收益率,0.0006927398
400d峰度,0.0006806747
100d偏度,0.00065343775
7d夏普比率,0.0006433529
75d平均收益,0.00063355017
350d夏普比率,0.0006165671
10d峰度,0.00061395153
400d平均收益,0.00061267545
30d峰度,0.0006033092
100d平均收益,0.0005978338
200d波动率,0.0005847819
200d收益率,0.0005718156
500d峰度,0.0005653949
100d收益率,0.00054508424
450d平均收益,0.00054242695
7d偏度,0.00053841627
20d收益率,0.00053175515
500d夏普比率,0.0005121774
20d峰度,0.0005115192
10d夏普比率,0.0004975625
50d平均收益,0.0004730078
10d波动率,0.0004664718
150d平均收益,0.00045124782
20d平均收益,0.00043120113
20d夏普比率,0.00042522492
5d夏普比率,0.0004211642
400d收益率,0.00042064762
20d偏度,0.00041398135
5d峰度,0.00041263932
75d偏度,0.00040662583
2d收益率,0.00040554762
250d夏普比率,0.0003987324
7d波动率,0.0003922899
500d收益率,0.00037609832
150d收益率,0.00037572658
250d收益率,0.00037157675
7d峰度,0.0003658222
7d收益率,0.00035624596
7d平均收益,0.00034052174
5d收益率,0.0003393846
75d收益率,0.00032595295
3d波动率,0.00032084298
14d偏度,0.00031128884
5d偏度,0.00030187413
400d波动率,0.00030018867
150d夏普比率,0.00029643558
250d偏度,0.00029547876
200d夏普比率,0.00028855551
450d偏度,0.0002744428
2d夏普比率,0.0002715526
450d夏普比率,0.0002694654
14d夏普比率,0.00026167012
3d偏度,0.00025691543
400d夏普比率,0.00024915778
250d平均收益,0.00023878903
350d平均收益,0.00022583846
3d收益率,0.00021814699
14d平均收益,0.00020993504
10d收益率,0.00020873286
500d平均收益,0.00020073984
3d夏普比率,0.00019909033
14d收益率,0.0001899346
2d波动率,0.00017865819
5d平均收益,0.00017019021
10d平均收益,0.00016166063
2d平均收益,0.00015552097
