Feature,SHAP_Importance
350d峰度,0.0051982794
30d波动率,0.0035085115
300d峰度,0.0028350586
150d波动率,0.0025631587
300d波动率,0.0020966725
100d波动率,0.0017842338
100d峰度,0.001713569
30d夏普比率,0.0016884616
50d夏普比率,0.0015647025
500d偏度,0.0014398069
14d波动率,0.0014233293
450d峰度,0.0013713404
30d偏度,0.001293867
300d收益率,0.001251864
100d夏普比率,0.0012516082
50d收益率,0.0012508803
250d峰度,0.001152913
150d峰度,0.0011014387
30d平均收益,0.0010903359
300d夏普比率,0.0010634493
500d波动率,0.0010424722
7d夏普比率,0.0010016217
20d波动率,0.0009505077
350d偏度,0.0009357872
300d偏度,0.00093523064
300d平均收益,0.00089579873
200d偏度,0.00085480156
50d平均收益,0.0008377948
200d峰度,0.0008268197
250d波动率,0.0007620691
75d峰度,0.00074253476
5d波动率,0.0007414989
5d收益率,0.0007170512
400d偏度,0.0007153894
450d收益率,0.0007149636
500d夏普比率,0.00069306744
30d收益率,0.0006856928
200d平均收益,0.00067157403
10d峰度,0.00066975254
7d波动率,0.0006580186
50d峰度,0.0006326283
75d夏普比率,0.00063098315
20d夏普比率,0.000629552
75d收益率,0.0006206241
3d平均收益,0.00060915895
10d偏度,0.0006053791
7d偏度,0.0006044692
75d偏度,0.0005952324
100d收益率,0.0005942417
50d波动率,0.0005941621
200d收益率,0.0005881047
50d偏度,0.00058121444
450d偏度,0.00057636347
20d峰度,0.00056913774
7d峰度,0.0005420731
200d波动率,0.0005388287
150d偏度,0.000534798
500d峰度,0.000533652
100d偏度,0.00053229276
350d夏普比率,0.00052129425
150d夏普比率,0.0005111131
400d峰度,0.00050881895
20d收益率,0.000502568
14d峰度,0.0004995086
450d平均收益,0.0004972303
10d夏普比率,0.0004921775
20d平均收益,0.00048437502
350d收益率,0.00048026745
400d收益率,0.00046452807
20d偏度,0.00045913403
400d平均收益,0.00042076735
75d波动率,0.0004100315
14d偏度,0.00040772202
5d峰度,0.00040456245
30d峰度,0.00040418404
2d平均收益,0.000391698
10d波动率,0.00038551714
250d偏度,0.00037861732
5d偏度,0.00037218837
75d平均收益,0.00037067462
150d收益率,0.0003684033
7d收益率,0.00036096416
450d夏普比率,0.000355916
200d夏普比率,0.00033826753
2d夏普比率,0.0003368227
450d波动率,0.00033393808
3d波动率,0.00032388768
150d平均收益,0.00032265074
400d波动率,0.00031809774
500d收益率,0.00031486934
3d偏度,0.00031407527
7d平均收益,0.00031184024
14d夏普比率,0.00030253176
3d夏普比率,0.00029282225
100d平均收益,0.00027772324
350d波动率,0.00026891674
350d平均收益,0.0002675107
5d夏普比率,0.00026329816
3d收益率,0.00025475523
250d夏普比率,0.00024549355
400d夏普比率,0.00023798637
250d收益率,0.00023612662
250d平均收益,0.00023207047
2d收益率,0.00022052202
2d波动率,0.00021433856
14d收益率,0.00021372965
500d平均收益,0.00020216855
10d平均收益,0.00019754296
10d收益率,0.00017214606
14d平均收益,0.00015792376
5d平均收益,8.2508115e-05
